Product Name,Sentiment,Customer Review,Category,Abstractive Summary
Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,Negative,"pelayanan toko jelek proses barang lambat di chat tidak menjawab barang ratarata || Packing asal-asalan, barang sampai dalam kondisi rusak. || Tidak sesuai deskripsi, merasa tertipu. || Warna berbeda dari gambar dan cacat produksi.",Computers and Laptops,Proses pemesanan lambat dan pelayanan toko kurang baik. Pengemasan asal-asalan menyebabkan kerusakan barang saat diterima.
Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,Positive,"alhamdulillah barang sudah sampai bisa dipakai semoga berfungsi dengan baik dan awet kurirnya baik smoga rezekinya lancar terus || Kemasan rapi dan produk sampai dalam kondisi baik. || Harga terjangkau, performa di atas ekspektasi. || Desain elegan dan sangat fungsional.",Computers and Laptops,Produk sampai dalam kondisi baik dan berfungsi normal. Penjual ramah dan pengiriman cepat. Pengalaman belanja menyenangkan.
Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Negative,"sangat mengecewakan barang yg dikirim tidak sesuai konfirmasi sampai harus bolakbalik kali saya harus nanggung x ongkos kirimsangat mengecewakan || Tidak sesuai deskripsi, merasa tertipu. || Beli karena rating tinggi, ternyata mengecewakan. || Fungsi produk tidak berjalan dengan baik.",Computers and Laptops,Produk yang dikirim berbeda dari yang dikonfirmasi. Pembeli harus menanggung ongkir berulang kali tanpa solusi dari penjual.
Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,Positive,"terima kasihh boss mantappss smoga lancarr n berkah rezekinyasmngt boss || Seller sangat responsif, pengiriman cepat dan aman. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Desain elegan dan sangat fungsional.",Computers and Laptops,"Penjual sangat ramah dan cepat tanggap. Produk dikirim dengan aman dan sesuai deskripsi, membuat pembeli sangat puas."
Charging Dock Stik PS3 - Charger Stand Dock Stick PS 3,Negative,"tiba tiba patah dasar baut patah saya lem aja moga masih bisa terpakai mo di balikin rugi di ongkir terima nasib aja || Kualitas buruk dan cepat rusak. || Fungsi produk tidak berjalan dengan baik. || Beli karena rating tinggi, ternyata mengecewakan.",Gaming,"Charger patah tiba-tiba. Meski berusaha diperbaiki, kualitas sangat mengecewakan dan tidak layak digunakan."
Charging Dock Stik PS3 - Charger Stand Dock Stick PS 4,Negative,"barang yang sampai cacat tidak ngisi baterai stick nya || Proses retur ribet dan tidak ada kejelasan. || Respon seller lambat dan tidak membantu. || Beli karena rating tinggi, ternyata mengecewakan.",Gaming,Produk datang dalam kondisi cacat dan tidak bisa mengisi baterai. Kekecewaan muncul karena kualitas tidak sesuai dengan harapan.
Charging Dock Stik PS3 - Charger Stand Dock Stick PS 5,Negative,"bisa hidup tapi tidak bisa ngecharge di biarkan seharian batetai tidak terisi berharap banyak sama alat ini supaya stick nya anak anak bisa terpakai nya || Layanan pelanggan buruk, tidak tanggap. || Fungsi produk tidak berjalan dengan baik. || Packing asal-asalan, barang sampai dalam kondisi rusak.",Gaming,Charger dapat menyala tapi tidak mengisi baterai sama sekali. Produk gagal memenuhi fungsi utamanya.
Charging Dock Stik PS3 - Charger Stand Dock Stick PS 6,Negative,charging awal dkrim tapi indikator tidak nyala dgnti charging baru tapi seluruh ongkir dibebankan k konsumen || Fungsi produk tidak berjalan dengan baik. || Warna berbeda dari gambar dan cacat produksi. || Respon seller lambat dan tidak membantu.,Gaming,Indikator charger tidak berfungsi dan penggantian barang membuat pembeli menanggung seluruh ongkir. Pelayanan dianggap tidak adil.
Cleaning kit Kamera / Pembersih kamera DSLR,Positive,"saya senang produknya dipaketkan dengan rapi dan tidak ada cacat recommended pengiriman cepat harganya murah kualitas oke masih diplastik ini saya foto setelah dikeluarin dari plastik pembungkusnya kainnya lembut dan berukuran kecil jadi mudah dibawa ke manamana || Harga terjangkau, performa di atas ekspektasi. || Desain elegan dan sangat fungsional. || Bahan kokoh dan mudah digunakan.",Camera,"Produk dikemas rapi dan dalam kondisi baik. Bahan lembut dan mudah dibawa, sangat cocok untuk kebutuhan pembersih kamera."
Clip On Mic Bando untuk Youtuber mc dll,Negative,"speaker dan mic nya tidak bunyi tidak kerekam suaranya sudah di hubungkan ama hp n tablet tetep tidak bisa memang sih murah barangnya tapi boleh lah ya komplain btw ini saya yg tidak bisa make nya apa barangnya yg rusak ya sudah pake splitter jg tidak fungsi jelek banget mic nya tidak nyala kabel cuman cm akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada mic tidak berfungsi mic tdk berfungsi dgn baik rusak tidak bunyi || Fungsi produk tidak berjalan dengan baik. || Tidak sesuai deskripsi, merasa tertipu. || Warna berbeda dari gambar dan cacat produksi.",Movies and Music,"Mic tidak berfungsi sama sekali, meskipun sudah dicoba di berbagai perangkat. Hanya bando yang bisa dipakai. Pengalaman sangat mengecewakan."
Clip On Mic Bando untuk Youtuber mc dll,Positive,"barang bagus kiriman cepat barang sesuai hargalumayan bagus barang bagus barang sesuai harga kualitas sesuai harga respon seller ok tks barang sudah diterima sesuai deskripsi repon cepat paking bagus terima kasih || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Sangat puas dengan pelayanan dan kualitas produknya. || Seller sangat responsif, pengiriman cepat dan aman.",Movies and Music,Produk sesuai dengan deskripsi dan harga. Kualitas lumayan baik dan pengiriman cepat membuat pembeli puas dengan pelayanan.
CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Negative,"barang rusak tidak guna sama sekali parah tidak bisa di gunakan ini gimana || Layanan pelanggan buruk, tidak tanggap. || Packing asal-asalan, barang sampai dalam kondisi rusak. || Kualitas buruk dan cepat rusak.",Computers and Laptops,Cooler tidak berfungsi sama sekali dan dianggap rusak total. Pelanggan kecewa karena barang tidak berguna.
CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Positive,"barang mantap sesuai deskripsi laptop jadi adem n sejuk produk saya terima dengan kondisi baik terima kasih belanja kedua kalinya selalu puas pengiriman lumayan cepat overall bagus banget kualitas barang bagus harga relatif murah kiriman super cepat response penjual baik recommended seller bintang terima kasih yah semoga sukses usahanya aamiin || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Bahan kokoh dan mudah digunakan. || Harga terjangkau, performa di atas ekspektasi.",Computers and Laptops,Produk bekerja dengan baik dan pengiriman cepat. Laptop menjadi lebih dingin saat digunakan. Sangat direkomendasikan.
Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Negative,kecewa parah nggk berkah jualan gitu || Respon seller lambat dan tidak membantu. || Kualitas buruk dan cepat rusak. || Proses retur ribet dan tidak ada kejelasan.,Computers and Laptops,Barang rusak tidak sesuai dengan estimasi pengiriman. Kualitas buruk dan layanan tidak memuaskan.
Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Positive,"pengiriman cepat packing rapi kualitas mantap silent dan bagus untuk pekerjaan ringan barang cepat sampai kualitas bagus dan pengiriman aman tidak ada yang pecah manstapu bagus berkualitas sesuai gbr makasih seller tokped dan kurir || Desain elegan dan sangat fungsional. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Sangat puas dengan pelayanan dan kualitas produknya.",Computers and Laptops,Pengiriman cepat dan kemasan rapi. Produk berkualitas dan bekerja dengan baik untuk kebutuhan ringan hingga menengah.
Cooling Pad Gaming Ergostand Kipas Pendingin Laptop Big Fan Cooler Pad - KIPAS ERGOSTAND,Positive,"mantab barang nya oke punya || Harga terjangkau, performa di atas ekspektasi. || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Seller sangat responsif, pengiriman cepat dan aman.",Computers and Laptops,Produk berkualitas baik dan performa memuaskan. Cocok digunakan untuk pendinginan laptop dengan pengiriman cepat.
Cooling Pad Laptop Gaming 6 Fan Kipas Pendingin Laptop Kipas Cooler Q3,Positive,"bagus berjalan baik dan cukup silent kokoh dan muat untuk laptop inch packing aman pengiriman cepat dan barang berfungsi dengan baik || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Desain elegan dan sangat fungsional. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat.",Computers and Laptops,"Pendingin laptop bekerja optimal, kipas besar dan desain fungsional membuat penggunaan nyaman. Kualitas sepadan dengan harga."
Cosmos CB-281 P - Blender 2 L,Negative,"barang sesuai deskripsi dan berfungsi dengan baik cuma tidak puas dg pelayanan dari penjual pesanan diproses h dan di pick up h itu pun sesudah dikomplen baru bergerak || Kualitas buruk dan cepat rusak. || Tidak sesuai deskripsi, merasa tertipu. || Respon seller lambat dan tidak membantu.",Electronics,Barang sesuai deskripsi dan bekerja dengan baik. Namun pelayanan dari penjual sangat lambat sehingga mengurangi kepuasan.
Cosmos CIS-418 - Setrika Listrik,Negative,"pengiriman lama banget kurirnya gagal pickup terussetrikanya ternyata besar dan lumayan berat packingnya tipiss cuma bublewrap selapiskualitas strikanya jg kurang menurutku soalnya tidak terlalu panas jadi lama setrikanya barang pecah ndak tau dari seller apa ekspedisinya sayangnya saya selesaikan transaksinya sblm diunboxing bgtu dibuka malah pecah barang cm dilapisi satu lapis bublewarp tipis overall kecewa || Tidak sesuai deskripsi, merasa tertipu. || Barang datang tidak sesuai harapan, sangat mengecewakan. || Beli karena rating tinggi, ternyata mengecewakan.",Electronics,Pengiriman sangat lama dan produk rusak saat diterima. Kualitas barang tidak sesuai deskripsi dan pelayanan tidak memuaskan.
"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",Positive,"produk sampai dengan baik dan dikemas dengan rapi dan kedap sesuai deskripsi dan tanpa cacat harga produk yg ditawarkan wajar response seller juga cepat dan pengiriman juga relatif cepat terima kasih dan sukses selalu kemasan bubble wrap rapih tapi kardusnya sedikit penyok tapi arm bracketnya baik saja langsung dipasangtripodnya kokoh produk sesuai pro harga kaget flash sale respon seller cepat dlm proses konstruksi hampir seluruh nya dari logam kecuali mic holder con base plate tipis baut ball head tidak presisi jadi harus gantimodif baut konektor arm uk xtpi bkn jadi kurang compactible holder hp kurang panjang jadi kl hp berat suka jatuh jika posisi menghadap ke bawah || Sangat puas dengan pelayanan dan kualitas produknya. || Harga terjangkau, performa di atas ekspektasi. || Sudah dipakai beberapa hari, hasilnya memuaskan.",Camera,Produk sesuai deskripsi dan berfungsi dengan baik. Pengemasan rapi dan material cukup kokoh meskipun ada beberapa kekurangan kecil.
Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Negative,"tipis banget tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas || Respon seller lambat dan tidak membantu. || Beli karena rating tinggi, ternyata mengecewakan. || Packing asal-asalan, barang sampai dalam kondisi rusak.",Movies and Music,"Kualitas bahan sangat tipis dan tidak sesuai ekspektasi, serta minim penjelasan pada deskripsi produk. Pelanggan kecewa karena informasi tidak transparan."
Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Positive,"bagus dan rapi pengiriman juga cepat respon baik mutu lumayan hrg terjangkau rapi dan pas banget bahannya sama persis kayak sarung motor pengiriman cepat ya lumayan lah untuk harga segini sesuai pesanan kualitas barang sesuai dengan harga terima kasih pas dan simpel || Seller sangat responsif, pengiriman cepat dan aman. || Sudah dipakai beberapa hari, hasilnya memuaskan. || Bahan kokoh dan mudah digunakan.",Movies and Music,"Produk sesuai pesanan, bahan berkualitas dan pengiriman cepat. Cover keyboard pas digunakan dan nyaman, sangat cocok dengan harga yang ditawarkan."
Createkat Katfit Watch Band SPO2 Tracker - Biru,Negative,"tdk sesuai gbrdeskripsi fitur kurang memuaskan hanya sedikit seperti band yang sebelumnya belum layar sentuh full tidak sesuai dengan harganya tidak sesuai harga malah kualitas nol barangnya tidak berfungsi toko tidak bertanggung jawab barang rusak yang dikirim minta tolong barang diganti aja alasannya banyak banget dan sampai skr juga barang yang saya beli tidak di ganti benar tidak ada tanggung jawabnya sama sekali nih toko bagaimana tidak kecewa sampai sekarang jam tangannya tidak nyala sudah d cas beberapa kali bahkan seharian tetap tidak nyala saya kecewa || Respon seller lambat dan tidak membantu. || Kualitas buruk dan cepat rusak. || Beli karena rating tinggi, ternyata mengecewakan.",Phones and Tablets,"Produk tidak berfungsi dan tidak sesuai deskripsi, dengan fitur terbatas dan kualitas rendah. Tidak ada tanggung jawab dari toko, bahkan saat barang rusak dari awal."
Createkat Katfit Watch Band SPO2 Tracker - Biru,Positive,"orderan sdh dterima dgn baik fungsi sangat baik respon dan pengiriman sangat cepat terima kasih baru coba satu sip mantul mudah mudahan yg satunya jg berfungsi sesuai deskripsi thanks gan barang sangat baguspengiriman baik smg awett barang sampai dan sesuai harapan || Sudah dipakai beberapa hari, hasilnya memuaskan. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Desain elegan dan sangat fungsional.",Phones and Tablets,Produk datang sesuai deskripsi dan bekerja dengan baik. Respon penjual cepat dan pengiriman memuaskan. Pelanggan merasa puas dan berharap produk awet.
DENPOO KOMPOR LISTRIK INDUKSI PUSH BUTTON LOWWATT DIC 200-1000,Negative,"barangnya saya terima dalam keadaan pecah di bagian sudut padahal posisi itu dilapis gabus pelindungnya loh jadi saya berasumsi kalau barangnya memang sudah pecah dari sebelum dikirim bukan saat ekspedisi sayang lupa videokan saat unboxing || Packing asal-asalan, barang sampai dalam kondisi rusak. || Warna berbeda dari gambar dan cacat produksi. || Proses retur ribet dan tidak ada kejelasan.",Electronics,"Produk diterima dalam kondisi rusak di bagian sudut. Meskipun telah dilindungi, diduga kerusakan sudah ada sebelum pengiriman, menyebabkan kekecewaan pelanggan."
DJI OM 5 Athens Gray,Negative,"sangat kecewa belanja disini response sangat lambatorder instant courier di pengiriman besok nya sore pula aduh official store tapi pelayanan nya kayak gini its not recomended deh kurang cocok pake samsung s ultra hp nya berat gimbalnya miring || Fungsi produk tidak berjalan dengan baik. || Warna berbeda dari gambar dan cacat produksi. || Packing asal-asalan, barang sampai dalam kondisi rusak.",Camera,"Gimbal tidak stabil saat digunakan dengan HP berat. Layanan pengiriman lambat meskipun sudah memilih kurir instan, membuat pengalaman belanja sangat mengecewakan."
DJI OM 5 Athens Gray,Positive,"barang sudah sampai pelayanan cepat sekali packing aman dan barang sesuai deskripsi terimakasih dan sukses selalu yaa gimbal yang sangat cocok utk iphone dan hp flagship yang sudah memiliki stabilisasi bagus sehingga gimbal ini hanya penambah support supaya lbh stabil samsung note berfungsi dengan baik dengan catatan tdk boleh menggunakan casing jika mau menggunakan casing maka bantalan pad nya harus dilepas bisa dilihat pada foto fungsi zoom berfungsi dengan baik fungsi mode video ke kamera juga berfungsi dengan baik ganti kamera depan dg belakang juga berfungsi dengan baik cuma jika menggunakan hp murah seperti xiaomi note gambarnya lebih goyang ketimbang pake hp flagship stabilisasi ketika tongkat tongsis dipanjangkan tidak direkomendasikan kalau digunakan sambil berjalan hasilnya tidak terlalu stabil bahkan jika tongsisnya dimajukan cm saja hasilnya sudah tidak banget stabil barang sudah sampai pelayanan cepat sekali packing aman dan barang sesuai deskripsi terimakasih dan sukses selalu yaa || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Desain elegan dan sangat fungsional. || Harga terjangkau, performa di atas ekspektasi.",Camera,Gimbal berfungsi dengan baik pada perangkat flagship. Fitur lengkap dan kemasan aman. Penggunaan disarankan tanpa casing. Cocok untuk kebutuhan perekaman stabil.
DORAHOMI Oven Listrik Low Watt Electric Open Kue alat panggang 12Liter - Putih Susu,Positive,"packaging rapi gampang dipakai desainnya elegan ada baret dikit tapi masi ok lah overall fast respon barang bagus panasnya juga bagus alhamdulillah barang sudah diterima dg baikrespon penjualnya top dehsemoga makin suksesabang kurirnya ramahterimakasih || Seller sangat responsif, pengiriman cepat dan aman. || Produk sangat memuaskan, kualitas bagus dan pengiriman cepat. || Bahan kokoh dan mudah digunakan.",Electronics,"Produk datang dengan kemasan rapi dan mudah digunakan. Desain elegan, kinerja pemanasan bagus, dan pelayanan penjual sangat memuaskan."
Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Negative,"alat bagus tapi tidak bisa dipakai lama dipakai kurang dari menit sudah overload dan harus nunggu kerjaan bersih jadinya memakan waktu yg lama sekali baru dipakai x tidak sampai menit penghisapnya mati total || Respon seller lambat dan tidak membantu. || Fungsi produk tidak berjalan dengan baik. || Tidak sesuai deskripsi, merasa tertipu.",Electronics,"Vacuum cleaner mudah overload saat digunakan lebih dari beberapa menit, menyebabkan pemakaian tidak efisien. Pelanggan kecewa dengan performa dan daya tahannya."
Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,Negative,"gua beli dapetnya v di desc gada penjelasan mengenai versi bagusan v apalagi rgbnya rgb v bener bener cuma red green blue sisa warnanya gaguna switch puller gadapet rgb redup pula ngga ada pemberitahuan mengenai versi keyboardnya bener kecewa kapok beli da ambil ae vrtx v tuh bagus drpd ini kecewa mau gua jual lagi pokoknya || Kualitas buruk dan cepat rusak. || Tidak sesuai deskripsi, merasa tertipu. || Packing asal-asalan, barang sampai dalam kondisi rusak.",Computers and Laptops,"Keyboard ini mengecewakan karena spesifikasi dan versi produk tidak dijelaskan dengan jelas. Warna RGB yang disediakan sangat terbatas dan redup, sehingga tidak sesuai ekspektasi pengguna. Selain itu, aksesoris penting seperti switch puller tidak disertakan dalam paket. Kualitas fisik dan kemasan produk juga menimbulkan kekecewaan karena barang tiba dalam kondisi rusak dan tidak sesuai deskripsi."
Dobe Controller Grip Nintendo Switch,Negative,"hati yang belanja disini suka kirimbarang sembarangan baru lama lagi buat returnya toko tidak niat kek gitu mau nipu tanpa video unboxing pasti ngk bisa retur jadi ingat selalu video di toko ini penipuan tokonya seller tidak ramah sedikitpun saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya katanya harus check out ulang lg dgn dana lbh besar di deskripsi produk jg tidak ada aturan ini ya tidak mau lah nanti dikirim duanya sama seller rese macam gini rugi dobel nanti tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini very not recommended kapok benar benar mengecewakan pelayanan lambat sekali || Tidak sesuai deskripsi, merasa tertipu. || Fungsi produk tidak berjalan dengan baik. || Beli karena rating tinggi, ternyata mengecewakan.",Gaming,"Pelayanan penjual buruk dan tidak kooperatif, pembatalan dan retur dipersulit, pengalaman belanja sangat mengecewakan."
Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite,Positive,"kualitas bahan bagus kelengkapan sesuai packing bagus seller sangat fast respon recomended amazing respon seller cepat barang ori seperti di foto dan sesuai deskripsi proses pengiriman kilat banget thank you yaa kak sukses selalu produk sesuai foto console yg dipakaikan hardcase pas masuk ke dalam pouch packing aman pengiriman cepat terima kasih produk diterma dengan baik pengirimannya juga luar biasa cepat dicoba juga pas banget untuk nintendonya || Harga terjangkau, performa di atas ekspektasi. || Seller sangat responsif, pengiriman cepat dan aman. || Barang sesuai deskripsi, sangat direkomendasikan.",Gaming,"Produk sesuai deskripsi, bahan berkualitas dan pas digunakan, pengiriman cepat dan aman, sangat direkomendasikan."
Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,Negative,"bagi temen mending tidak usah beli drone disini drone yang saya pakai baru dipakai hari terbangnya sudah miring pas take off malah jungkir balik sendiri balingbaling kadang mati kadang hidup chat ke penjual cuma diread dan tidak direspon klo ada bintang mah sudah tak kasi bintang ni toko tidak niat jualan motor depan sebelah kanan cepat panas dan sekarang tdk berpungsimotor belakang kiri jg sama drone sulit dikendalikan take off selalu miring wlpun ud kalibrasi sesuai kertas petunjuk menu app android bhs inggris tapi pesan errornya bahasa mandarin tidak bisa baca || Respon seller lambat dan tidak membantu. || Tidak sesuai deskripsi, merasa tertipu. || Packing asal-asalan, barang sampai dalam kondisi rusak.",Camera,"Drone sulit dikendalikan, sering error dan rusak, layanan penjual tidak membantu dan respon lambat."
Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,Positive,"toko alat ukur dan repeater memang oke nih layanannya responsif dan cepat pengiriman dengan aman produk drone fpv s lumayan untuk santai bermain camera di udara perlu fine tuning aja untuk posisi stabil karena bobot ringan waspada kalau tiupan angin mulai berisik drone tello gw sebelumnya lenyap kebawa angin kencang di perbukitan sibeabea bulan lalu enjoy playing this cheap drone thank you boss best seller terima kasih untuk pengiriman cepat semuanya bekerja senang memesan dari anda terima kasih mantap mudah an awet ya barangnya sesuai gambar packingnya aman produk sesuai deskripsi || Barang sesuai deskripsi, sangat direkomendasikan. || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Sangat puas dengan pelayanan dan kualitas produknya.",Camera,"Drone berfungsi baik untuk penggunaan ringan, pengiriman cepat dan penjual responsif, sesuai dengan deskripsi."
EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Negative,"kurang ya jamnya harusny dijelasin display jam tidak selalu hidup harus di idupin dulu || Respon seller lambat dan tidak membantu. || Barang datang tidak sesuai harapan, sangat mengecewakan. || Warna berbeda dari gambar dan cacat produksi.",Electronics,"Fungsi jam tidak dijelaskan dengan jelas, display tidak menyala otomatis, informasi produk kurang lengkap."
EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Positive,"barang sesuai deskripsi recommended high quality product seller packaging ok barang dan pengiriman sesuaisuara alarm kurang begitu kenceng alarm clock agak mengarah keatas jadi display pd jam hanya akan terlihat lbh jelas bila posisi mata qta lbh tinggi dari posisi jam || Seller sangat responsif, pengiriman cepat dan aman. || Sudah dipakai beberapa hari, hasilnya memuaskan. || Kemasan rapi dan produk sampai dalam kondisi baik.",Electronics,"Produk sesuai deskripsi dengan pengemasan rapi, pengiriman cepat, meski suara alarm tidak terlalu keras."
Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,Negative,"microphone tidak bekerja sisi kiri kurang bassnya kualitas barang kurang baik yg sebelah kanan tidak bisa pas di telinga sudah dicoba orghasilx sama tidak bisa pas jadi dengarx tidak maksimal pesen warna merah yg dateng warna hitam padahal udaj konfirmasi di chat pengirimannya cepet tapi barangnya tidak sesuai ekspektasi pertama pake normal baru menit volume suka kecil sendiri liat riview disini jg banyak masalah barangnya nasib barang promo plastik sdh terbuka saat barang datang tidak tersegel dan minta nya warna biru dapat nya warna hitam pengiriman sangat lama diluar estimasi yg tercantum baru datengbaru di coba malah sudah copot yg bagian kananudah coba di perbaiki trus coba di pake lagi masih copot juga || Tidak sesuai deskripsi, merasa tertipu. || Warna berbeda dari gambar dan cacat produksi. || Barang datang tidak sesuai harapan, sangat mengecewakan.",Phones and Tablets,"Produk tidak sesuai, banyak masalah pada kualitas suara dan fisik, warna salah dan barang tidak tersegel."
Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,Positive,"barangnya original ada garansi resmi suaranya jernih noise cancellation mantap harganya terjangkau tidak kresekkresek penjualnya ramah banget proses pesanan cepat suaranya jernih nyaman dipakai lama bassnya mantap barangnya original suaranya jernih barangnya original suaranya jernih desainnya modern suaranya bersih tidak kresekkresek dapat bekerja dengan baik dan nyaman di kuping bassnya mantaap suara yang dihasilkan oke dan jelas tidak terdpat maslah mkasih paket sdh saya terima belum dicoba smg anak saya suka semoga berfungsi dan awet makasih ya kak || Sudah beli kedua kali, tetap puas dengan pelayanannya. || Sangat puas dengan pelayanan dan kualitas produknya. || Bahan kokoh dan mudah digunakan.",Phones and Tablets,"Headset original dengan suara jernih dan nyaman digunakan, proses pemesanan cepat dan penjual ramah."
Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Negative,"barang di pengiriman tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis keciltp tetap di pengiriman tanpa di lapis apa pun dus kalau kena air bkl robel dan tembus beli tanggal agustus tapi tanggal september sdh error di bagian driving wheels akhirna ditanggal itu jg sya pengiriman t nya ke service centre di tangerang hari kemudian t kembali di tgn sya tapi kemudian error lg di tanggal september kali ini error di bagian sensor dmn deebot selalu bilang ozmo pro is being installed please move to the non carpet area pdhal ozmo pro tdk sedang di attach ke t nya dikarnakan hal ini lampu pd deebot akhirna suka bergonta ganti jadi biru putih biru putih dan semalaman itu voice report terus menerus bunyi seperti itu kalau dsuru bawa service lg maap saja sya bakalan tdk mao berhubung ongkosna yg sgt mahal jadi untuk sementara ya sya hanya bisa matikan voice reportna dl aja biar tidak terganggu overall agak mengecewakan t ini dibandingkan t aivi dan t jauh tdk tahan banting baru pake sebulan tapi sdh byk sekali errornya bener nyesel jg belinya map cuma bisa kasi bintang segene krn ktdkpuasan saya kl memang mao consider beli robot beli baik beli t series aja lebi tahan banting soale || Tidak sesuai deskripsi, merasa tertipu. || Proses retur ribet dan tidak ada kejelasan. || Warna berbeda dari gambar dan cacat produksi.",Electronics,"Produk sering mengalami error dan harus diservis berulang kali, pengiriman tidak aman, pengalaman kurang memuaskan."
External DVD Drive Slim Portable Burner Rewriter CD ROM Drive PC - Putih,Negative,"sama sekali tidak bisa dipakai pas dicolokin ke laptop bisa nyala abis masukin cd cd tidak terbaca pas mau dikeluarin cdnya tidak bisa skrg cd saya masih didalem external cd ini hadeehh jadi nambah urusan || Kualitas buruk dan cepat rusak. || Beli karena rating tinggi, ternyata mengecewakan. || Respon seller lambat dan tidak membantu.",Electronics,"Perangkat tidak dapat digunakan, CD tidak terbaca dan sulit dikeluarkan, produk mengecewakan."
Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Negative,"segel rusak agak ragu sih dengan kualitas nya sempet komplain disertakan video unboxing saat paket datang tapi sama penjual direspons negative yasudahlah kapok beli disini || Proses retur ribet dan tidak ada kejelasan. || Respon seller lambat dan tidak membantu. || Beli karena rating tinggi, ternyata mengecewakan.",Electronics,"Segel rusak saat diterima, penjual tidak membantu saat komplain, pengalaman belanja tidak memuaskan."
Ezviz C6N 2MP 1080p Smart Wifi Pan Tilt CCTV camera original garansi - C6N only,Positive,"pasangnya gampang bahannya kokoh barangnya original proses pesanan cepat packaging aman packaging rapi respon penjualnya top penjualnya ramah banget beli ezviz cn dan sudah terpasang duaduanya mudah untuk dipasang sendiri dan di setting sendiri barang original gambar cukup jelas pan and tilt sangat membantu untuk menemukan sudut pandang yang optimal untuk memantau terima kasih seller sangt bermanfaat kamera bisa digerakan putar kirikanan naik turun ada mengirim suara audio gambar kamera juga bagus || Bahan kokoh dan mudah digunakan. || Sangat puas dengan pelayanan dan kualitas produknya. || Sudah dipakai beberapa hari, hasilnya memuaskan.",Electronics,"Pemasangan mudah, fitur lengkap dan kamera bekerja dengan baik, pengiriman cepat dan aman."
FIFA 22 PC ORIGINAL ORIGIN + Last Update - Origin 39GB,Positive,"bisa dimainkan dan aman sellernya juga oke akunnya juga tidak pernah antri selama ini oke aja mantabb selernya baik banget penyabar sampai salah paham tapi selernya tetep profesional dan baik hatipositive seler game nya seru kelengkapan sesuai produk terbaru respon sellernya cepet banget malem aja diladenin dikasih panduan install pula bwt yg pemula pasti kebantu banget mantaapp gan || Harga terjangkau, performa di atas ekspektasi. || Desain elegan dan sangat fungsional. || Sudah beli kedua kali, tetap puas dengan pelayanannya.",Gaming,"Produk original dan langsung bisa dimainkan, pelayanan seller cepat dan membantu, sangat puas dengan pembelian."
